0.158910,0.153957,0.151893,0.159381,0.164808,0.166335,0.160146,0.171511,0.169829,0.169108,0.172464,0.171567,0.165297,0.171675,0.167087,0.159812,0.158910,0.153957,0.151893,0.159381,0.164808,0.166335,0.160146,0.171511,0.169829,0.169108,0.172464,0.171567,0.165297,0.171675,0.167087,0.159812
0.093208,0.099830,0.109276,0.110375,0.111258,0.111016,0.100463,0.104841,0.092976,0.102833,0.094578,0.100327,0.093910,0.099777,0.096966,0.097041,0.093208,0.099830,0.109276,0.110375,0.111258,0.111016,0.100463,0.104841,0.092976,0.102833,0.094578,0.100327,0.093910,0.099777,0.096966,0.097041
-0.393110,-0.418731,-0.418636,-0.410317,-0.418763,-0.418740,-0.417415,-0.404085,-0.416927,-0.408677,-0.416864,-0.409213,-0.414143,-0.415144,-0.413800,-0.414525,-0.393110,-0.418731,-0.418636,-0.410317,-0.418763,-0.418740,-0.417415,-0.404085,-0.416927,-0.408677,-0.416864,-0.409213,-0.414143,-0.415144,-0.413800,-0.414525
0.210339,0.218080,0.218704,0.215029,0.201928,0.179365,0.173149,0.174200,0.173679,0.176710,0.162566,0.168043,0.177484,0.204600,0.215805,0.208462,0.210339,0.218080,0.218704,0.215029,0.201928,0.179365,0.173149,0.174200,0.173679,0.176710,0.162566,0.168043,0.177484,0.204600,0.215805,0.208462
0.166655,0.173542,0.172023,0.171224,0.167640,0.173542,0.171315,0.173537,0.172242,0.167381,0.171369,0.173526,0.170494,0.171829,0.170340,0.171703,0.166655,0.173542,0.172023,0.171224,0.167640,0.173542,0.171315,0.173537,0.172242,0.167381,0.171369,0.173526,0.170494,0.171829,0.170340,0.171703
-0.036075,-0.036124,-0.036184,-0.037770,-0.037678,-0.037769,-0.036336,-0.036340,-0.036415,-0.036185,-0.037053,-0.037530,-0.037465,-0.037566,-0.037164,-0.037784,-0.036075,-0.036124,-0.036184,-0.037770,-0.037678,-0.037769,-0.036336,-0.036340,-0.036415,-0.036185,-0.037053,-0.037530,-0.037465,-0.037566,-0.037164,-0.037784
0.224178,0.287644,0.305491,0.308465,0.302580,0.296772,0.311395,0.314849,0.314688,0.313069,0.314325,0.314164,0.296236,0.297637,0.302099,0.248201,0.224178,0.287644,0.305491,0.308465,0.302580,0.296772,0.311395,0.314849,0.314688,0.313069,0.314325,0.314164,0.296236,0.297637,0.302099,0.248201
-0.276359,-0.283996,-0.282969,-0.265775,-0.265859,-0.277234,-0.273283,-0.264886,-0.281698,-0.284951,-0.281081,-0.268747,-0.271969,-0.252096,-0.260336,-0.277672,-0.276359,-0.283996,-0.282969,-0.265775,-0.265859,-0.277234,-0.273283,-0.264886,-0.281698,-0.284951,-0.281081,-0.268747,-0.271969,-0.252096,-0.260336,-0.277672
-0.296250,-0.320829,-0.329468,-0.329423,-0.314893,-0.296488,-0.305989,-0.258750,-0.262163,-0.310997,-0.316392,-0.315621,-0.309118,-0.308666,-0.290464,-0.274523,-0.296250,-0.320829,-0.329468,-0.329423,-0.314893,-0.296488,-0.305989,-0.258750,-0.262163,-0.310997,-0.316392,-0.315621,-0.309118,-0.308666,-0.290464,-0.274523
-0.162186,-0.158077,-0.160784,-0.162611,-0.160241,-0.167146,-0.171519,-0.173487,-0.171922,-0.172536,-0.172939,-0.172219,-0.158405,-0.173053,-0.173463,-0.169012,-0.162186,-0.158077,-0.160784,-0.162611,-0.160241,-0.167146,-0.171519,-0.173487,-0.171922,-0.172536,-0.172939,-0.172219,-0.158405,-0.173053,-0.173463,-0.169012
0.157752,0.158217,0.158676,0.158517,0.158366,0.147900,0.155215,0.149992,0.147349,0.149409,0.151211,0.154719,0.156742,0.158490,0.158697,0.157285,0.157752,0.158217,0.158676,0.158517,0.158366,0.147900,0.155215,0.149992,0.147349,0.149409,0.151211,0.154719,0.156742,0.158490,0.158697,0.157285
0.036944,0.034942,0.035017,0.034919,0.037744,0.038540,0.038529,0.035697,0.035314,0.033098,0.036866,0.034273,0.033454,0.025929,0.025624,0.030457,0.036944,0.034942,0.035017,0.034919,0.037744,0.038540,0.038529,0.035697,0.035314,0.033098,0.036866,0.034273,0.033454,0.025929,0.025624,0.030457
-0.049561,-0.048029,-0.049068,-0.048176,-0.048519,-0.048941,-0.048299,-0.048456,-0.047964,-0.048894,-0.048407,-0.047396,-0.047982,-0.047605,-0.047892,-0.048987,-0.049561,-0.048029,-0.049068,-0.048176,-0.048519,-0.048941,-0.048299,-0.048456,-0.047964,-0.048894,-0.048407,-0.047396,-0.047982,-0.047605,-0.047892,-0.048987
-0.056466,-0.055218,-0.056521,-0.055945,-0.055307,-0.056112,-0.053684,-0.053742,-0.055077,-0.055258,-0.056195,-0.055478,-0.054911,-0.056532,-0.055232,-0.056514,-0.056466,-0.055218,-0.056521,-0.055945,-0.055307,-0.056112,-0.053684,-0.053742,-0.055077,-0.055258,-0.056195,-0.055478,-0.054911,-0.056532,-0.055232,-0.056514
-0.133161,-0.133307,-0.134189,-0.130534,-0.132848,-0.128322,-0.134391,-0.135106,-0.134472,-0.131331,-0.132389,-0.131745,-0.132118,-0.134348,-0.133925,-0.133745,-0.133161,-0.133307,-0.134189,-0.130534,-0.132848,-0.128322,-0.134391,-0.135106,-0.134472,-0.131331,-0.132389,-0.131745,-0.132118,-0.134348,-0.133925,-0.133745
-0.377354,-0.377893,-0.372291,-0.365221,-0.330388,-0.327748,-0.299933,-0.342137,-0.339601,-0.305368,-0.344646,-0.325511,-0.345353,-0.365831,-0.373198,-0.371572,-0.377354,-0.377893,-0.372291,-0.365221,-0.330388,-0.327748,-0.299933,-0.342137,-0.339601,-0.305368,-0.344646,-0.325511,-0.345353,-0.365831,-0.373198,-0.371572
